Gene	AF16_Control	Gene_2	AF16_Treatment	Gene_3	HK104_Control	Gene_4	HK104_Treatment 
WBGene00033472	832	WBGene00033472	943	WBGene00033472	848	WBGene00033472	794
WBGene00033473	24	WBGene00033473	298	WBGene00033473	63	WBGene00033473	68
WBGene00033474	0	WBGene00033474	0	WBGene00033474	96	WBGene00033474	67
WBGene00033475	22	WBGene00033475	13	WBGene00033475	40	WBGene00033475	30
WBGene00033476	3	WBGene00033476	5	WBGene00033476	8	WBGene00033476	5
WBGene00033477	0	WBGene00033477	0	WBGene00033477	0	WBGene00033477	0
WBGene00033478	35	WBGene00033478	20	WBGene00033478	38	WBGene00033478	41
WBGene00033479	153	WBGene00033479	113	WBGene00033479	124	WBGene00033479	124
WBGene00033480	0	WBGene00033480	0	WBGene00033480	0	WBGene00033480	0
WBGene00033481	30	WBGene00033481	19	WBGene00033481	21	WBGene00033481	25
WBGene00033482	2319	WBGene00033482	99	WBGene00033482	21	WBGene00033482	12
WBGene00033483	549	WBGene00033483	282	WBGene00033483	299	WBGene00033483	216
WBGene00033484	61	WBGene00033484	40	WBGene00033484	0	WBGene00033484	0
WBGene00033485	831	WBGene00033485	741	WBGene00033485	927	WBGene00033485	873
WBGene00033486	0	WBGene00033486	2	WBGene00033486	48	WBGene00033486	132
WBGene00033487	0	WBGene00033487	0	WBGene00033487	0	WBGene00033487	1
WBGene00033488	32	WBGene00033488	21	WBGene00033488	19	WBGene00033488	14
WBGene00033489	0	WBGene00033489	0	WBGene00033489	0	WBGene00033489	0
WBGene00033490	39	WBGene00033490	11	WBGene00033490	4	WBGene00033490	2
WBGene00033491	0	WBGene00033491	0	WBGene00033491	0	WBGene00033491	0
WBGene00033492	0	WBGene00033492	0	WBGene00033492	0	WBGene00033492	0
WBGene00033493	2645	WBGene00033493	2569	WBGene00033493	1934	WBGene00033493	1830
WBGene00033494	354	WBGene00033494	166	WBGene00033494	219	WBGene00033494	138
WBGene00033495	2138	WBGene00033495	1792	WBGene00033495	1209	WBGene00033495	862
WBGene00033496	15	WBGene00033496	14	WBGene00033496	42	WBGene00033496	25
WBGene00033497	1	WBGene00033497	2	WBGene00033497	913	WBGene00033497	590
WBGene00033498	2	WBGene00033498	3	WBGene00033498	0	WBGene00033498	0
WBGene00033499	0	WBGene00033499	0	WBGene00033499	1	WBGene00033499	0
WBGene00033500	29	WBGene00033500	8	WBGene00033500	31	WBGene00033500	9
WBGene00033501	31	WBGene00033501	12	WBGene00033501	2	WBGene00033501	0
WBGene00033502	0	WBGene00033502	0	WBGene00033502	0	WBGene00033502	0
WBGene00033503	10	WBGene00033503	13	WBGene00033503	92	WBGene00033503	64
WBGene00033504	966	WBGene00033504	970	WBGene00033504	36	WBGene00033504	21
WBGene00033505	460	WBGene00033505	310	WBGene00033505	630	WBGene00033505	377
WBGene00033506	240	WBGene00033506	43	WBGene00033506	0	WBGene00033506	0
WBGene00033507	696	WBGene00033507	326	WBGene00033507	674	WBGene00033507	310
WBGene00033508	0	WBGene00033508	0	WBGene00033508	0	WBGene00033508	0
WBGene00033509	0	WBGene00033509	0	WBGene00033509	0	WBGene00033509	0
WBGene00033510	0	WBGene00033510	1	WBGene00033510	1224	WBGene00033510	145
WBGene00033511	222	WBGene00033511	243	WBGene00033511	475	WBGene00033511	389
WBGene00033512	668	WBGene00033512	337	WBGene00033512	479	WBGene00033512	409
WBGene00033513	0	WBGene00033513	0	WBGene00033513	0	WBGene00033513	0
WBGene00033514	0	WBGene00033514	0	WBGene00033514	0	WBGene00033514	0
WBGene00033515	0	WBGene00033515	0	WBGene00033515	1	WBGene00033515	0
WBGene00033516	1600	WBGene00033516	1733	WBGene00033516	1737	WBGene00033516	1742
WBGene00033517	3	WBGene00033517	4	WBGene00033517	10	WBGene00033517	1
WBGene00033518	0	WBGene00033518	0	WBGene00033518	0	WBGene00033518	0
WBGene00033521	0	WBGene00033521	0	WBGene00033521	12	WBGene00033521	23
WBGene00033522	315	WBGene00033522	326	WBGene00033522	388	WBGene00033522	353
WBGene00033523	320	WBGene00033523	333	WBGene00033523	385	WBGene00033523	327
WBGene00033524	0	WBGene00033524	0	WBGene00033524	1	WBGene00033524	0
WBGene00033525	14	WBGene00033525	7	WBGene00033525	3	WBGene00033525	9
WBGene00033526	203	WBGene00033526	99	WBGene00033526	182	WBGene00033526	74
WBGene00033527	395	WBGene00033527	349	WBGene00033527	305	WBGene00033527	235
WBGene00033528	32	WBGene00033528	34	WBGene00033528	0	WBGene00033528	0
WBGene00033531	702	WBGene00033531	1570	WBGene00033531	779	WBGene00033531	628
WBGene00033532	20	WBGene00033532	21	WBGene00033532	0	WBGene00033532	0
WBGene00033533	2	WBGene00033533	1	WBGene00033533	1	WBGene00033533	1
WBGene00033534	0	WBGene00033534	1	WBGene00033534	0	WBGene00033534	0
WBGene00033535	462	WBGene00033535	422	WBGene00033535	409	WBGene00033535	420
WBGene00033536	124	WBGene00033536	96	WBGene00033536	96	WBGene00033536	71
WBGene00033537	0	WBGene00033537	0	WBGene00033537	0	WBGene00033537	1
WBGene00033538	193	WBGene00033538	132	WBGene00033538	194	WBGene00033538	107
WBGene00033539	629	WBGene00033539	610	WBGene00033539	597	WBGene00033539	600
WBGene00033540	3	WBGene00033540	5	WBGene00033540	9	WBGene00033540	0
WBGene00033541	1	WBGene00033541	0	WBGene00033541	0	WBGene00033541	0
WBGene00033542	0	WBGene00033542	0	WBGene00033542	0	WBGene00033542	0
WBGene00033543	1	WBGene00033543	0	WBGene00033543	0	WBGene00033543	0
WBGene00033544	2	WBGene00033544	0	WBGene00033544	2	WBGene00033544	0
WBGene00033545	0	WBGene00033545	0	WBGene00033545	4	WBGene00033545	0
WBGene00033546	354	WBGene00033546	351	WBGene00033546	325	WBGene00033546	316
WBGene00033547	1079	WBGene00033547	1430	WBGene00033547	508	WBGene00033547	580
WBGene00033548	0	WBGene00033548	0	WBGene00033548	2	WBGene00033548	0
WBGene00033549	0	WBGene00033549	3	WBGene00033549	57	WBGene00033549	63
WBGene00033550	1078	WBGene00033550	1032	WBGene00033550	1596	WBGene00033550	1496
WBGene00033551	493	WBGene00033551	2358	WBGene00033551	0	WBGene00033551	1
WBGene00033552	12	WBGene00033552	11	WBGene00033552	7	WBGene00033552	1
WBGene00033553	11	WBGene00033553	10	WBGene00033553	14	WBGene00033553	3
WBGene00033554	887	WBGene00033554	1004	WBGene00033554	762	WBGene00033554	926
WBGene00033555	227	WBGene00033555	203	WBGene00033555	183	WBGene00033555	236
WBGene00033556	1	WBGene00033556	0	WBGene00033556	4	WBGene00033556	4
WBGene00033557	10	WBGene00033557	2	WBGene00033557	1	WBGene00033557	3
WBGene00033559	669	WBGene00033559	562	WBGene00033559	475	WBGene00033559	391
WBGene00033560	0	WBGene00033560	0	WBGene00033560	257	WBGene00033560	518
WBGene00033561	20	WBGene00033561	7	WBGene00033561	15	WBGene00033561	16
WBGene00033562	6624	WBGene00033562	2468	WBGene00033562	7865	WBGene00033562	3033
WBGene00033563	19	WBGene00033563	5	WBGene00033563	39	WBGene00033563	11
WBGene00033564	0	WBGene00033564	0	WBGene00033564	0	WBGene00033564	0
WBGene00033565	0	WBGene00033565	0	WBGene00033565	0	WBGene00033565	0
WBGene00033566	2	WBGene00033566	1	WBGene00033566	4	WBGene00033566	11
WBGene00033567	11	WBGene00033567	14	WBGene00033567	44	WBGene00033567	19
WBGene00033568	0	WBGene00033568	0	WBGene00033568	2	WBGene00033568	0
WBGene00033569	6	WBGene00033569	0	WBGene00033569	1	WBGene00033569	0
WBGene00033570	1246	WBGene00033570	882	WBGene00033570	1183	WBGene00033570	778
WBGene00033571	1620	WBGene00033571	1411	WBGene00033571	1738	WBGene00033571	1446
WBGene00033572	0	WBGene00033572	0	WBGene00033572	100	WBGene00033572	101
WBGene00033573	23	WBGene00033573	18	WBGene00033573	12	WBGene00033573	18
WBGene00033574	341	WBGene00033574	316	WBGene00033574	443	WBGene00033574	198
WBGene00033575	341	WBGene00033575	329	WBGene00033575	415	WBGene00033575	376
WBGene00033576	2510	WBGene00033576	28	WBGene00033576	1	WBGene00033576	0
WBGene00033577	352	WBGene00033577	532	WBGene00033577	353	WBGene00033577	575
WBGene00033578	1987	WBGene00033578	1349	WBGene00033578	1970	WBGene00033578	1195
WBGene00033579	2	WBGene00033579	0	WBGene00033579	3	WBGene00033579	0
WBGene00033580	60	WBGene00033580	8	WBGene00033580	24	WBGene00033580	11
WBGene00033581	451	WBGene00033581	379	WBGene00033581	209	WBGene00033581	98
WBGene00033582	607	WBGene00033582	317	WBGene00033582	356	WBGene00033582	377
WBGene00033583	3	WBGene00033583	1	WBGene00033583	1	WBGene00033583	0
WBGene00033584	17	WBGene00033584	6	WBGene00033584	14	WBGene00033584	8
WBGene00033585	0	WBGene00033585	0	WBGene00033585	0	WBGene00033585	1
WBGene00033586	1	WBGene00033586	4	WBGene00033586	0	WBGene00033586	2
WBGene00033587	0	WBGene00033587	0	WBGene00033587	0	WBGene00033587	0
WBGene00033588	1	WBGene00033588	0	WBGene00033588	3	WBGene00033588	0
WBGene00033589	0	WBGene00033589	1	WBGene00033589	0	WBGene00033589	0
WBGene00033590	1030	WBGene00033590	992	WBGene00033590	1767	WBGene00033590	1716
WBGene00033591	47	WBGene00033591	1183	WBGene00033591	0	WBGene00033591	0
WBGene00033592	913	WBGene00033592	593	WBGene00033592	434	WBGene00033592	477
WBGene00033595	0	WBGene00033595	0	WBGene00033595	0	WBGene00033595	0
WBGene00033596	935	WBGene00033596	1116	WBGene00033596	246	WBGene00033596	222
WBGene00033597	81	WBGene00033597	55	WBGene00033597	68	WBGene00033597	75
WBGene00033598	0	WBGene00033598	0	WBGene00033598	0	WBGene00033598	1
WBGene00033599	42	WBGene00033599	17	WBGene00033599	5	WBGene00033599	1
WBGene00033600	2	WBGene00033600	1	WBGene00033600	2	WBGene00033600	3
WBGene00033601	1279	WBGene00033601	1407	WBGene00033601	1399	WBGene00033601	1511
WBGene00033602	0	WBGene00033602	0	WBGene00033602	0	WBGene00033602	0
WBGene00033603	95	WBGene00033603	19	WBGene00033603	89	WBGene00033603	9
WBGene00033604	8	WBGene00033604	1	WBGene00033604	8	WBGene00033604	0
WBGene00033605	0	WBGene00033605	0	WBGene00033605	0	WBGene00033605	0
WBGene00033606	0	WBGene00033606	0	WBGene00033606	0	WBGene00033606	1
WBGene00033607	0	WBGene00033607	0	WBGene00033607	0	WBGene00033607	0
WBGene00033608	55	WBGene00033608	35	WBGene00033608	76	WBGene00033608	93
WBGene00033609	80	WBGene00033609	24	WBGene00033609	69	WBGene00033609	18
WBGene00033610	66	WBGene00033610	39	WBGene00033610	76	WBGene00033610	40
WBGene00033612	0	WBGene00033612	0	WBGene00033612	0	WBGene00033612	0
WBGene00033613	9	WBGene00033613	11	WBGene00033613	8	WBGene00033613	2
WBGene00033614	5	WBGene00033614	18	WBGene00033614	9	WBGene00033614	6
WBGene00033615	135	WBGene00033615	129	WBGene00033615	163	WBGene00033615	173
WBGene00033616	233	WBGene00033616	180	WBGene00033616	250	WBGene00033616	157
WBGene00033617	389	WBGene00033617	268	WBGene00033617	119	WBGene00033617	73
WBGene00033618	0	WBGene00033618	0	WBGene00033618	0	WBGene00033618	0
WBGene00033619	6	WBGene00033619	1	WBGene00033619	10	WBGene00033619	1
WBGene00033620	137	WBGene00033620	43	WBGene00033620	241	WBGene00033620	71
WBGene00033621	60	WBGene00033621	18	WBGene00033621	55	WBGene00033621	16
WBGene00033622	0	WBGene00033622	0	WBGene00033622	1	WBGene00033622	0
WBGene00033623	55	WBGene00033623	44	WBGene00033623	59	WBGene00033623	64
WBGene00033624	11	WBGene00033624	3	WBGene00033624	6	WBGene00033624	5
WBGene00033625	1262	WBGene00033625	920	WBGene00033625	934	WBGene00033625	723
WBGene00033626	97	WBGene00033626	116	WBGene00033626	2	WBGene00033626	0
WBGene00033627	879	WBGene00033627	775	WBGene00033627	531	WBGene00033627	460
WBGene00033628	1353	WBGene00033628	1371	WBGene00033628	1049	WBGene00033628	1147
WBGene00033629	0	WBGene00033629	0	WBGene00033629	32	WBGene00033629	16
WBGene00033630	507	WBGene00033630	383	WBGene00033630	140	WBGene00033630	120
WBGene00033631	240	WBGene00033631	272	WBGene00033631	265	WBGene00033631	239
WBGene00033632	1181	WBGene00033632	1070	WBGene00033632	1217	WBGene00033632	987
WBGene00033633	2068	WBGene00033633	1583	WBGene00033633	1626	WBGene00033633	1400
WBGene00033634	580	WBGene00033634	499	WBGene00033634	1325	WBGene00033634	1023
WBGene00033635	370	WBGene00033635	296	WBGene00033635	500	WBGene00033635	415
WBGene00033636	310	WBGene00033636	221	WBGene00033636	295	WBGene00033636	191
WBGene00033637	1359	WBGene00033637	850	WBGene00033637	1448	WBGene00033637	845
WBGene00033638	28	WBGene00033638	6	WBGene00033638	4	WBGene00033638	0
WBGene00033639	1840	WBGene00033639	1709	WBGene00033639	0	WBGene00033639	1
WBGene00033640	1162	WBGene00033640	1336	WBGene00033640	209	WBGene00033640	233
WBGene00033641	438	WBGene00033641	324	WBGene00033641	522	WBGene00033641	287
WBGene00033642	0	WBGene00033642	0	WBGene00033642	0	WBGene00033642	0
WBGene00033643	412	WBGene00033643	37	WBGene00033643	57	WBGene00033643	5
WBGene00033644	0	WBGene00033644	0	WBGene00033644	0	WBGene00033644	3
WBGene00033645	639	WBGene00033645	636	WBGene00033645	475	WBGene00033645	549
WBGene00033646	0	WBGene00033646	0	WBGene00033646	6	WBGene00033646	0
WBGene00033647	2896	WBGene00033647	1958	WBGene00033647	1995	WBGene00033647	1241
WBGene00033648	2500	WBGene00033648	2252	WBGene00033648	885	WBGene00033648	715
WBGene00033649	0	WBGene00033649	3	WBGene00033649	0	WBGene00033649	0
WBGene00033651	6	WBGene00033651	7	WBGene00033651	0	WBGene00033651	0
WBGene00033652	12	WBGene00033652	7	WBGene00033652	14	WBGene00033652	0
WBGene00033653	0	WBGene00033653	0	WBGene00033653	0	WBGene00033653	0
WBGene00033654	7	WBGene00033654	3	WBGene00033654	1	WBGene00033654	8
WBGene00033655	115	WBGene00033655	189	WBGene00033655	163	WBGene00033655	175
WBGene00033656	596	WBGene00033656	504	WBGene00033656	495	WBGene00033656	1596
WBGene00033657	27487	WBGene00033657	19777	WBGene00033657	1742	WBGene00033657	1276
WBGene00033658	1517	WBGene00033658	1343	WBGene00033658	1349	WBGene00033658	1410
WBGene00033659	56	WBGene00033659	27	WBGene00033659	61	WBGene00033659	22
WBGene00033660	93	WBGene00033660	39	WBGene00033660	91	WBGene00033660	91
WBGene00033661	0	WBGene00033661	1	WBGene00033661	0	WBGene00033661	0
WBGene00033662	249	WBGene00033662	122	WBGene00033662	162	WBGene00033662	101
WBGene00033663	0	WBGene00033663	0	WBGene00033663	7	WBGene00033663	6
WBGene00033664	28	WBGene00033664	4	WBGene00033664	18	WBGene00033664	11
WBGene00033665	396	WBGene00033665	391	WBGene00033665	160	WBGene00033665	153
WBGene00033666	671	WBGene00033666	647	WBGene00033666	75	WBGene00033666	43
WBGene00033667	177	WBGene00033667	179	WBGene00033667	124	WBGene00033667	91
WBGene00033668	818	WBGene00033668	834	WBGene00033668	4	WBGene00033668	3
WBGene00033669	298	WBGene00033669	320	WBGene00033669	382	WBGene00033669	409
WBGene00033670	367	WBGene00033670	490	WBGene00033670	226	WBGene00033670	351
WBGene00033671	71	WBGene00033671	73	WBGene00033671	25	WBGene00033671	26
WBGene00033672	188	WBGene00033672	144	WBGene00033672	128	WBGene00033672	136
WBGene00033673	5	WBGene00033673	6	WBGene00033673	3	WBGene00033673	7
WBGene00033676	15	WBGene00033676	13	WBGene00033676	8	WBGene00033676	2
WBGene00033677	1297	WBGene00033677	1281	WBGene00033677	539	WBGene00033677	434
WBGene00033678	21	WBGene00033678	17	WBGene00033678	0	WBGene00033678	0
WBGene00033679	0	WBGene00033679	0	WBGene00033679	0	WBGene00033679	0
WBGene00033680	4	WBGene00033680	2	WBGene00033680	0	WBGene00033680	0
WBGene00033681	1	WBGene00033681	0	WBGene00033681	0	WBGene00033681	2
WBGene00033682	0	WBGene00033682	0	WBGene00033682	0	WBGene00033682	0
WBGene00033683	24	WBGene00033683	15	WBGene00033683	14	WBGene00033683	9
WBGene00033685	7	WBGene00033685	0	WBGene00033685	12	WBGene00033685	0
WBGene00033686	0	WBGene00033686	3	WBGene00033686	0	WBGene00033686	3
WBGene00033687	12	WBGene00033687	8	WBGene00033687	9	WBGene00033687	3
WBGene00033688	0	WBGene00033688	0	WBGene00033688	0	WBGene00033688	0
WBGene00033689	1	WBGene00033689	3	WBGene00033689	0	WBGene00033689	0
WBGene00033690	3	WBGene00033690	1	WBGene00033690	0	WBGene00033690	0
WBGene00033691	2	WBGene00033691	1	WBGene00033691	20	WBGene00033691	2
WBGene00033692	2	WBGene00033692	9	WBGene00033692	5	WBGene00033692	0
WBGene00033693	1279	WBGene00033693	911	WBGene00033693	1127	WBGene00033693	843
WBGene00033694	563	WBGene00033694	496	WBGene00033694	978	WBGene00033694	456
WBGene00033695	393	WBGene00033695	214	WBGene00033695	564	WBGene00033695	352
WBGene00033696	915	WBGene00033696	1019	WBGene00033696	928	WBGene00033696	845
WBGene00033697	1088	WBGene00033697	1093	WBGene00033697	1026	WBGene00033697	825
WBGene00033698	3767	WBGene00033698	3208	WBGene00033698	1	WBGene00033698	3
WBGene00033699	196	WBGene00033699	101	WBGene00033699	68	WBGene00033699	32
WBGene00033701	6	WBGene00033701	2	WBGene00033701	0	WBGene00033701	3
WBGene00033702	0	WBGene00033702	0	WBGene00033702	0	WBGene00033702	0
WBGene00033703	454	WBGene00033703	8	WBGene00033703	0	WBGene00033703	0
WBGene00033704	0	WBGene00033704	1	WBGene00033704	0	WBGene00033704	0
WBGene00033705	7	WBGene00033705	10	WBGene00033705	0	WBGene00033705	0
WBGene00033706	6	WBGene00033706	3	WBGene00033706	0	WBGene00033706	0
WBGene00033707	11	WBGene00033707	13	WBGene00033707	0	WBGene00033707	0
WBGene00033708	7	WBGene00033708	3	WBGene00033708	0	WBGene00033708	0
WBGene00033709	89	WBGene00033709	51	WBGene00033709	0	WBGene00033709	0
WBGene00033710	551	WBGene00033710	509	WBGene00033710	450	WBGene00033710	493
WBGene00033711	188	WBGene00033711	182	WBGene00033711	0	WBGene00033711	2
WBGene00033712	177	WBGene00033712	159	WBGene00033712	954	WBGene00033712	742
WBGene00033713	0	WBGene00033713	3	WBGene00033713	1	WBGene00033713	8
WBGene00033715	871	WBGene00033715	955	WBGene00033715	801	WBGene00033715	652
WBGene00033716	7	WBGene00033716	9	WBGene00033716	15	WBGene00033716	4
WBGene00033717	1	WBGene00033717	0	WBGene00033717	0	WBGene00033717	0
WBGene00033718	0	WBGene00033718	0	WBGene00033718	0	WBGene00033718	0
WBGene00033719	212	WBGene00033719	216	WBGene00033719	139	WBGene00033719	126
WBGene00033720	0	WBGene00033720	0	WBGene00033720	5	WBGene00033720	0
WBGene00033721	0	WBGene00033721	0	WBGene00033721	5	WBGene00033721	0
WBGene00033722	17	WBGene00033722	8	WBGene00033722	21	WBGene00033722	11
WBGene00033724	5	WBGene00033724	1	WBGene00033724	4	WBGene00033724	4
WBGene00033725	78	WBGene00033725	39	WBGene00033725	68	WBGene00033725	36
WBGene00033726	0	WBGene00033726	0	WBGene00033726	0	WBGene00033726	2
WBGene00033727	717	WBGene00033727	678	WBGene00033727	694	WBGene00033727	702
WBGene00033728	701	WBGene00033728	593	WBGene00033728	382	WBGene00033728	269
WBGene00033729	8	WBGene00033729	4	WBGene00033729	1	WBGene00033729	1
WBGene00033730	739	WBGene00033730	711	WBGene00033730	426	WBGene00033730	431
WBGene00033731	0	WBGene00033731	0	WBGene00033731	0	WBGene00033731	1
WBGene00033732	832	WBGene00033732	824	WBGene00033732	911	WBGene00033732	817
WBGene00033733	0	WBGene00033733	0	WBGene00033733	0	WBGene00033733	0
WBGene00033734	3233	WBGene00033734	3981	WBGene00033734	3168	WBGene00033734	3946
WBGene00033735	111	WBGene00033735	54	WBGene00033735	76	WBGene00033735	32
WBGene00033736	311	WBGene00033736	281	WBGene00033736	348	WBGene00033736	315
WBGene00033737	759	WBGene00033737	480	WBGene00033737	561	WBGene00033737	408
WBGene00033738	2188	WBGene00033738	1899	WBGene00033738	1638	WBGene00033738	1447
WBGene00033740	0	WBGene00033740	1	WBGene00033740	149	WBGene00033740	200
WBGene00033741	3	WBGene00033741	0	WBGene00033741	0	WBGene00033741	0
WBGene00033742	650	WBGene00033742	481	WBGene00033742	458	WBGene00033742	397
WBGene00033743	40	WBGene00033743	34	WBGene00033743	22	WBGene00033743	13
WBGene00033744	490	WBGene00033744	612	WBGene00033744	463	WBGene00033744	449
WBGene00033745	92	WBGene00033745	105	WBGene00033745	0	WBGene00033745	1
WBGene00033746	167	WBGene00033746	169	WBGene00033746	193	WBGene00033746	132
WBGene00033748	0	WBGene00033748	0	WBGene00033748	9	WBGene00033748	1
WBGene00033749	0	WBGene00033749	0	WBGene00033749	0	WBGene00033749	0
WBGene00033750	0	WBGene00033750	0	WBGene00033750	0	WBGene00033750	0
